video_name,phase,extraversion,neuroticism,agreeableness,conscientiousness,openness
9ydyJKZBWiA.000.mp4,train,1,0,1,1,0
lvae9lRUugE.000.mp4,train,1,0,1,0,0
BLKXsX7-WIg.001.mp4,train,1,1,1,1,0
4bDOetaLvZs.001.mp4,train,0,0,0,0,0
9ydyJKZBWiA.005.mp4,train,1,0,2,1,1
PTV5TBVRHxo.000.mp4,train,2,2,3,3,3
U9cidDFDTQE.004.mp4,train,0,2,2,3,1
wJl7DbsbrDA.000.mp4,train,1,2,1,2,2
EMqrrHHbP3s.000.mp4,train,3,2,2,3,2
3JzvXA-Zfbs.003.mp4,train,0,0,0,0,0
ly_0m16694Q.000.mp4,train,0,0,0,0,0
1W7XLdNpEgc.005.mp4,train,3,1,1,1,2
c2LeNguVNrI.003.mp4,train,1,1,1,2,1
70FJFG-MISQ.004.mp4,train,1,1,0,0,2
CpmR-91GxmY.004.mp4,train,3,2,3,2,3
98fnGDVky00.005.mp4,train,1,0,0,1,1
1-GgVRmAEoo.002.mp4,train,3,3,3,3,3
Jf8lqSpAjZ8.004.mp4,train,3,2,3,1,3
IyBCZySg-c4.000.mp4,train,1,3,2,1,1
NpiglwrZzsA.002.mp4,train,2,0,1,0,2
N4tuu9aCXkw.004.mp4,train,2,1,1,0,2
dh6iOU2RtTA.001.mp4,train,3,3,3,3,3
eHcRre1YsNA.002.mp4,train,1,1,0,1,2
czImT1Wn1og.002.mp4,train,0,1,0,2,0
DVh_7dO2cWY.004.mp4,train,2,2,2,3,2
FM5UaJS-bhg.005.mp4,train,2,2,1,1,2
CqQavmWSLrI.005.mp4,train,1,0,1,1,0
0gv5Z0qt2jc.004.mp4,train,0,0,0,0,0
okl467xvgOw.001.mp4,train,0,0,0,1,0
yFZ3eUD6Pqs.004.mp4,train,3,3,2,3,2
KpTHRBaYny8.001.mp4,train,2,3,3,2,3
pOtWKOF07iU.004.mp4,train,2,2,1,2,3
PgpMUHH8lEI.004.mp4,train,3,2,3,2,1
OXkDmd3nA94.000.mp4,train,1,0,0,0,0
sf29orxf4X0.000.mp4,train,0,1,0,1,0
GCkOL2jLSQA.000.mp4,train,2,3,0,3,2
niWi1hcuSmo.005.mp4,train,1,1,2,1,2
8BE-2l-RBjA.003.mp4,train,0,0,0,0,0
EjhDyc8Oc6k.001.mp4,train,3,2,1,2,2
UOvgGSx9k_k.003.mp4,train,2,2,3,2,2
9cj8rrj1wSk.000.mp4,train,2,3,3,3,1
WuHLxhCSnGs.005.mp4,train,1,1,2,2,2
datcFOBWYxc.005.mp4,train,3,1,2,2,0
orlXEgAepGo.002.mp4,train,2,0,1,0,2
XN5vpJU3ifw.005.mp4,train,2,0,0,1,1
HEHMW0uiFa4.002.mp4,train,1,0,0,0,0
fsaslN7xV-w.000.mp4,train,0,0,0,0,0
1eOvtoZCie8.004.mp4,train,2,2,2,2,2
Psahy1Vju4A.002.mp4,train,2,1,3,0,1
XLV7teADu3c.000.mp4,train,1,1,1,1,3
kFak4VnRnRM.001.mp4,train,3,2,3,1,2
YPMffqhP0C8.002.mp4,train,1,0,2,0,0
HekcZ0Em60E.002.mp4,train,0,0,1,0,0
AotbiNsU85A.001.mp4,train,0,0,0,1,0
521sm7CTyfg.003.mp4,train,1,1,2,1,1
WuIKjBb7s4Q.005.mp4,train,0,0,0,0,1
DvmzcQI5cnM.001.mp4,train,1,2,2,1,2
XYt6WL-l7do.005.mp4,train,1,2,1,2,0
QTtTAFqT-no.004.mp4,train,2,2,1,3,2
TursJyaFzqY.000.mp4,train,1,2,0,1,1
2hhqEWiv4eI.001.mp4,train,0,1,0,0,0
HTF8k56_Oxo.005.mp4,train,1,1,2,2,3
m4KKYcD6CZw.002.mp4,train,2,2,2,2,3
DChmTb-c9uM.005.mp4,train,3,3,3,3,3
6NjuNY4LfQc.004.mp4,train,2,0,1,1,1
w989xx44UQI.001.mp4,train,3,3,3,2,3
Jn76eAPxjNA.003.mp4,train,2,1,0,0,0
JTmq4k4uQCY.000.mp4,train,2,2,3,3,3
rrdSLfnU2pg.000.mp4,train,0,0,1,0,0
OD3cfWeJaOY.004.mp4,train,2,3,1,3,1
R6NTuhZtOks.003.mp4,train,2,2,3,3,3
RgZTZIf8K8g.001.mp4,train,0,1,0,1,0
sOkGz6gEmGk.002.mp4,train,0,0,0,1,0
oGa05H9UXxU.002.mp4,train,0,1,0,0,1
bSeTNdOtK7I.000.mp4,train,3,3,2,3,2
2TbU3Eg2i4A.003.mp4,train,0,0,0,0,1
WRz1F6DqmRQ.004.mp4,train,0,0,0,0,2
75XbCb7G8kw.002.mp4,train,0,1,2,3,0
KnbEca4Ibwk.000.mp4,train,0,0,0,0,1
hquzfo9MVDo.003.mp4,train,0,0,0,0,0
ItkIHtgVhIk.001.mp4,train,0,1,1,2,0
ZgFh3JPMs3Q.003.mp4,train,1,2,3,2,1
9mM_0vrO3wc.003.mp4,train,3,2,3,3,2
3HA2W1s4oP8.002.mp4,train,1,1,2,0,2
mBJTwQsDC4M.002.mp4,train,2,2,2,2,1
FvjIziLzffo.004.mp4,train,2,3,1,3,3
UhNyHUwo1SY.003.mp4,train,2,3,3,3,3
huIQlWsIEvY.004.mp4,train,2,3,2,2,2
yftfxiDNXko.002.mp4,train,1,0,1,1,0
OACoHiwOdXQ.003.mp4,train,0,0,0,2,0
bmj4khBLUOs.001.mp4,train,2,2,1,2,2
3Vr5-zedeWk.004.mp4,train,0,2,1,2,0
C23rns4ZCy8.004.mp4,train,2,2,1,2,2
OZlpENU9h28.002.mp4,train,1,1,3,0,2
RZOimXPTG0s.000.mp4,train,3,3,2,3,2
EAnvsNi8O-M.002.mp4,train,1,3,3,2,1
vp9p1osOaLI.003.mp4,train,2,1,2,2,2
1pm5uoU85FI.001.mp4,train,0,0,1,2,0
UtVo107m5lg.005.mp4,train,3,2,3,3,2
2IwWILRuuNU.003.mp4,train,2,1,1,3,2
J28DwJsK8Do.004.mp4,train,3,2,3,2,2
EeI8iXLDfc0.001.mp4,train,1,2,2,1,1
vAV6ovUKPDg.005.mp4,train,3,3,3,3,3
4lIbWq27O84.001.mp4,train,0,1,1,0,1
GR-P1m_Yvm0.005.mp4,train,2,2,3,1,2
Jh7Wk5fYeMk.001.mp4,train,2,0,0,0,0
8HqEniErmmE.000.mp4,train,2,3,2,3,1
XRoSKIIFp9c.003.mp4,train,0,0,0,2,0
3zAyM2edy1g.001.mp4,train,0,0,0,0,0
mZQP06F94u8.004.mp4,train,2,0,0,0,0
6KKNrufnL80.000.mp4,train,3,3,3,3,3
upgv7xmOb1I.001.mp4,train,0,0,0,0,0
_g3M_MoFIvA.005.mp4,train,1,1,1,1,1
TPk6KiHuPag.003.mp4,train,3,3,3,3,3
PmJw3uI1qBE.000.mp4,train,0,0,1,2,0
mZ2CHgzwDt0.001.mp4,train,3,3,3,3,3
cT3oyHhUznw.004.mp4,train,0,1,0,0,0
TQHzCznQ14Y.000.mp4,train,0,0,0,0,0
m4-vvEeWP8s.001.mp4,train,2,2,2,3,1
WUNXs4r_xCU.001.mp4,train,0,1,0,0,1
MkVsl0hdphE.003.mp4,train,3,3,3,3,3
KahSwziq8F0.001.mp4,train,3,3,3,2,3
LuLUAwn0aWU.005.mp4,train,0,0,1,1,0
kzDQXSGGomg.005.mp4,train,3,3,3,3,3
QQzeQOoqO20.001.mp4,train,3,2,2,3,2
-fqiCqZtgYs.003.mp4,train,0,0,0,0,0
Kga18VO9VwY.002.mp4,train,1,1,1,1,2
De4i7-FX9Og.001.mp4,train,2,2,3,2,2
voSLxKtKr0Q.002.mp4,train,2,2,1,2,2
AJIphVRpYrg.004.mp4,train,3,3,3,3,3
b-qfeGqPd04.005.mp4,train,1,1,0,1,0
kPJzHs5jclg.001.mp4,train,1,1,2,3,1
m7zdWVDT-34.002.mp4,train,3,3,3,3,3
Se3Gts4u1vs.000.mp4,train,2,1,0,1,0
og8vtyRh_bc.003.mp4,train,3,1,2,0,2
VxtZDXM0cuQ.001.mp4,train,3,2,1,2,3
UipoC_HLOP0.001.mp4,train,2,2,3,3,1
SEELGB_-uWU.002.mp4,train,3,2,1,0,2
yVSfQZGt1co.004.mp4,train,1,0,1,2,1
uCJNAX_b9mc.002.mp4,train,2,3,3,2,3
ng42eoHytOA.003.mp4,train,0,0,0,0,0
f8f00b0IgvA.001.mp4,train,2,1,0,1,2
1q-N_zbsAg0.004.mp4,train,2,1,0,1,0
8AyIkT2Dg14.003.mp4,train,3,2,1,3,3
HUxtuDE-YNE.003.mp4,train,3,3,2,1,3
TaL5JleXDP8.003.mp4,train,2,3,2,3,3
p6UMx8dwHZQ.002.mp4,train,0,0,0,0,0
Wa-HX5jP3ew.001.mp4,train,0,0,0,0,0
QovE6L-C9VY.000.mp4,train,0,0,0,1,0
HekcZ0Em60E.004.mp4,train,3,1,2,1,1
TNjEJGdqmH0.003.mp4,train,3,2,1,1,1
WYXRdYT4F0Q.003.mp4,train,3,3,3,3,3
RgZTZIf8K8g.002.mp4,train,1,1,2,2,2
I01_ubtktEQ.001.mp4,train,0,0,1,1,0
XPV4pavXh94.005.mp4,train,3,3,3,3,3
qtB-CogljAo.005.mp4,train,3,3,3,2,3
pEr7WTIPW64.000.mp4,train,2,0,1,0,1
QNVsr2mGwGs.004.mp4,train,0,0,0,0,0
6nv6D2moFQw.003.mp4,train,3,3,3,3,3
qVrXROy4Ais.000.mp4,train,2,2,3,3,3
5Bgd2zgiT0Q.004.mp4,train,3,3,2,3,2
ciWUq6iQTIE.002.mp4,train,1,0,2,1,0
m04e9ylCoK0.003.mp4,train,0,1,0,1,0
Jv2lyDcOmEM.004.mp4,train,0,0,0,0,0
0u56Q_QmxIM.002.mp4,train,0,1,1,3,1
UzgW75Fd4jU.001.mp4,train,0,0,0,0,0
Gs-AdRcYSPo.001.mp4,train,2,2,2,2,3
NOrjfF0-pQ4.005.mp4,train,1,2,2,3,1
Y-_JeJoCjUo.001.mp4,train,3,3,3,3,3
eA_JaE8X3mI.000.mp4,train,0,0,0,0,0
fk_ggmC872E.001.mp4,train,3,3,3,2,3
e3Y7na4SBh4.002.mp4,train,3,3,3,3,2
LaxnVuOM6kE.002.mp4,train,0,1,1,1,0
dLltwqkvsNg.003.mp4,train,2,1,2,2,0
u50B6bIkN9g.000.mp4,train,0,0,0,2,1
2KSBoJZMcMU.003.mp4,train,2,1,1,2,3
fSkQXqXR7D0.004.mp4,train,1,2,3,1,1
B4ducm9sydg.002.mp4,train,0,0,0,0,0
-8asrRvfJWA.004.mp4,train,3,3,2,3,3
OeGMd58Wgsk.003.mp4,train,0,0,0,2,0
0gv5Z0qt2jc.001.mp4,train,0,0,0,0,0
xBiI0Oo1vBw.005.mp4,train,2,2,1,2,2
eZwGkhUa0TQ.004.mp4,train,3,2,3,1,2
d9_YDJdF-7I.000.mp4,train,1,1,2,1,0
38fE5B4ghw0.004.mp4,train,3,3,2,0,2
t1PKNXE-IiM.001.mp4,train,3,1,2,2,1
me5UoRny6NU.005.mp4,train,1,2,0,1,2
5wpoKhbt28c.004.mp4,train,2,3,3,2,3
SM0i7RkOjPk.005.mp4,train,0,0,1,0,0
K-fMyzPB7FI.005.mp4,train,3,3,3,2,3
4vdJGgZpj4k.004.mp4,train,2,3,1,2,2
cA43Gfcg0QA.001.mp4,train,0,0,0,0,0
JJs_HTelie4.002.mp4,train,0,1,0,2,1
XbsA_lCKQLs.002.mp4,train,1,2,1,2,2
xfMOELCuN94.003.mp4,train,2,3,2,0,2
T1_6sVNHG70.001.mp4,train,1,1,1,0,1
gsleSGEZHAs.001.mp4,train,1,3,3,3,2
ask-ZFRztf8.005.mp4,train,1,1,0,0,0
jolhoLhAurM.005.mp4,train,3,3,3,3,3
3Q3SB1dVAng.003.mp4,train,2,1,2,3,2
bDjqDn6susQ.000.mp4,train,3,3,3,2,3
2uAJJH7B5aw.003.mp4,train,2,3,2,3,3
6TkMavTyimI.000.mp4,train,1,2,3,3,2
Jog1-pYOSD0.002.mp4,train,0,0,0,2,0
omeHsKF7InA.000.mp4,train,0,0,0,0,0
VAZLQqJa9rQ.001.mp4,train,0,0,0,0,0
w2FKw8IhbFw.001.mp4,train,1,2,1,2,2
r2HcJYjGK5s.003.mp4,train,1,1,2,1,1
KYvbRwTCtaU.001.mp4,train,2,2,1,1,3
ZNJFmNiWC4I.005.mp4,train,2,2,2,1,2
C_NtwmmF2Ys.000.mp4,train,0,0,0,0,0
Y1LXjxAQihQ.004.mp4,train,3,3,1,1,3
gZblxCs4EV4.001.mp4,train,2,1,2,0,3
lLWOcztaIBI.004.mp4,train,2,3,3,3,3
fEC3lEDxRnc.000.mp4,train,2,1,0,0,1
yftfxiDNXko.001.mp4,train,1,0,1,0,1
PYYC0Jiwfdg.002.mp4,train,0,2,1,1,2
1hpZ2ecWqtI.003.mp4,train,3,3,3,1,1
VForU0EmBr0.001.mp4,train,0,0,1,1,1
44rxmXiga90.005.mp4,train,2,3,2,1,2
i1gouUmZumY.003.mp4,train,2,3,3,3,1
Fi1ILrwQpSY.002.mp4,train,0,1,1,0,1
nZz1hK90gwA.002.mp4,train,1,0,0,0,1
T_X16g5ExgE.005.mp4,train,2,2,3,3,2
9AsxY-x-TjM.002.mp4,train,2,0,1,3,0
x57nEfACdXA.003.mp4,train,1,1,1,2,1
FkuwzJcoRVI.000.mp4,train,1,1,0,1,1
9CPKW0sqR3E.002.mp4,train,1,1,0,1,2
shEsu57CYnA.005.mp4,train,2,2,1,2,1
iqs7mZbg5UI.005.mp4,train,0,0,1,1,0
a-nUsP7oETI.005.mp4,train,1,2,0,1,2
MFGGMnNE6Q0.000.mp4,train,3,3,3,3,3
VOeVhXWK7-8.005.mp4,train,1,1,2,3,1
KfurkMyjD-c.002.mp4,train,3,2,3,2,2
wAl_Pm7xG3A.001.mp4,train,3,3,3,3,3
kDInh1O8p5w.005.mp4,train,2,1,3,1,1
OZlpENU9h28.000.mp4,train,0,0,0,0,0
KTdbKiGFzJY.003.mp4,train,0,1,0,1,0
p7aNK5GKwEc.000.mp4,train,1,2,2,1,1
2DZb5yIc6Fg.003.mp4,train,0,0,0,0,0
kp3c66Igyr8.004.mp4,train,2,2,2,2,2
VtYPH6UsVnU.005.mp4,train,0,1,1,3,0
ZO5JoyVTat8.004.mp4,train,3,2,3,0,2
YZp79VcnY0w.001.mp4,train,1,1,1,2,0
ZO5JoyVTat8.001.mp4,train,1,2,1,0,0
vYkHHVeNK_M.001.mp4,train,0,0,0,0,0
p6UMx8dwHZQ.004.mp4,train,1,1,0,0,0
5xA8-Y5qgT0.004.mp4,train,1,2,2,2,1
T1tJTwlGqOM.005.mp4,train,1,0,2,0,1
K3-YXXLR0Ho.000.mp4,train,0,0,2,2,0
aKLadP_Wev8.000.mp4,train,0,0,0,0,2
6EMgu2djYrU.004.mp4,train,3,3,3,3,3
B-OJ_xZILLg.003.mp4,train,0,0,0,0,0
5Wfa94_5Psg.002.mp4,train,1,2,3,1,0
1DCnIad1Y0w.002.mp4,train,0,0,0,0,0
8RVJqjILSD0.001.mp4,train,2,2,1,1,1
BeyIfaH64xY.003.mp4,train,1,1,2,1,1
cx8IycWgMVs.003.mp4,train,2,2,1,2,3
nmZRXxKPPuQ.002.mp4,train,2,2,2,3,2
VPFrKx72gvo.002.mp4,train,0,0,0,0,0
mRfkHyx__4w.000.mp4,train,1,2,0,0,3
j7VLzb0qw8Q.004.mp4,train,2,2,3,2,3
0_xOGmydDN0.004.mp4,train,2,2,2,1,2
5VG1EgzvprE.005.mp4,train,2,2,2,1,2
7wsksuXYoMY.005.mp4,train,2,3,1,1,1
EelHLfeSJfM.002.mp4,train,0,0,0,0,1
ADa9rkwF2uA.001.mp4,train,2,3,1,2,1
KAGTaM0Z9tA.005.mp4,train,3,1,3,0,3
dqVPzqpGX-w.000.mp4,train,2,3,1,1,0
RYG6XhdmPY0.004.mp4,train,0,1,2,0,1
oYiWW-Qc0rs.000.mp4,train,3,3,1,3,3
ssxo35zmKWQ.004.mp4,train,0,2,2,3,2
Lq4uvcHNiy8.001.mp4,train,2,2,2,2,3
g0Zlp-F6Z6E.004.mp4,train,3,3,1,2,3
oLO05QNhhGg.005.mp4,train,0,0,0,1,0
KYvbRwTCtaU.000.mp4,train,1,0,2,1,1
dy9EqbKLDP0.002.mp4,train,0,2,1,2,1
A3StIKMjn4k.005.mp4,train,3,3,3,3,2
ymrFbEMNBME.001.mp4,train,1,0,1,1,1
79xbT95IyKI.001.mp4,train,3,3,3,3,3
VugKq4gOi50.000.mp4,train,2,2,2,2,3
tiVKJWLzmk4.004.mp4,train,3,3,2,2,3
a97PXgrKSxo.005.mp4,train,3,3,3,3,3
nKLhatlbqEw.002.mp4,train,2,3,2,2,1
PHv6CzBIC5E.001.mp4,train,0,0,0,0,0
og8vtyRh_bc.001.mp4,train,2,2,2,1,1
LHV4HNK35pM.001.mp4,train,3,1,3,3,3
EMNcIRgaDMg.000.mp4,train,3,3,3,1,3
V1TjmLtgNm0.005.mp4,train,2,0,1,2,2
r1YAW67aevY.005.mp4,train,0,0,0,0,0
kDJigDGDJTo.005.mp4,train,3,3,3,1,3
12Hbl_oZF9c.003.mp4,train,2,3,1,2,3
tvKUJujTUEo.003.mp4,train,2,3,3,3,3
2d6btbaNdfo.004.mp4,train,0,1,2,3,0
176vWywoq9E.002.mp4,train,0,0,0,0,0
PHZQmf82HvA.002.mp4,train,3,2,0,2,3
ZiKxJbVI5_g.004.mp4,train,2,3,2,1,2
mY1ZTvNVkSA.003.mp4,train,2,2,3,1,1
mMNjlGNWsZA.001.mp4,train,0,0,0,0,0
c3SQSM9OIsA.001.mp4,train,1,2,1,3,2
f8f00b0IgvA.002.mp4,train,2,2,2,3,3
7gyJdWaLpmE.004.mp4,train,1,2,0,2,3
j-XUQ3Rmq6w.002.mp4,train,0,0,0,1,0
Etfh8X-ECtY.003.mp4,train,0,0,2,0,0
TEGJrmNFvXY.001.mp4,train,1,0,2,2,2
owRKOW0ymCM.003.mp4,train,1,1,1,2,1
LglT6Gp5oQg.003.mp4,train,0,0,0,0,0
txU8yE9d-4k.005.mp4,train,0,0,0,0,0
4xdT0Uedsro.002.mp4,train,1,1,3,2,0
PKtzsEqLGx4.005.mp4,train,1,1,0,1,2
7LHmNEH65Pk.004.mp4,train,2,1,2,2,1
C8xZ0vhrrFE.000.mp4,train,0,0,0,0,0
nClvfVFYzbM.003.mp4,train,0,0,1,1,0
jwcSbw4NDn0.002.mp4,train,2,1,2,2,1
fv5lLeyRdd4.002.mp4,train,2,3,2,2,3
FaBTYkzhuK4.005.mp4,train,1,2,3,2,1
bMY2DaFFwzU.003.mp4,train,1,0,1,1,1
zMXIf66PPhU.001.mp4,train,0,0,0,0,0
8toLcoDcGOY.003.mp4,train,1,1,1,0,0
fmjILOLc3eg.001.mp4,train,0,1,2,1,0
OIRq4d8IyKc.003.mp4,train,1,0,1,0,0
2ceHmUmguzk.000.mp4,train,1,2,2,2,1
tCnfvBwWVKw.003.mp4,train,1,2,1,2,2
ZRl_k6DzTeI.000.mp4,train,1,1,2,0,0
44rxmXiga90.003.mp4,train,2,1,2,2,0
3tPq9fNOXZQ.002.mp4,train,2,0,1,2,1
eYASh3sKY3k.000.mp4,train,2,1,1,1,2
jSw-grsJCnE.000.mp4,train,3,2,2,2,2
-6otZ7M-Mro.000.mp4,train,2,2,2,3,3
-Osv5l1vrNU.001.mp4,train,0,1,3,2,2
W2AB3UUyvwI.003.mp4,train,2,3,2,2,3
1mODTfLRGdI.001.mp4,train,3,2,0,0,0
AwNVGShHjvw.000.mp4,train,1,1,1,1,1
gAWA-fcIa_M.001.mp4,train,2,1,2,1,2
It0-yCwOc5k.000.mp4,train,0,0,0,1,0
ai-RZb0ZpKI.002.mp4,train,1,2,1,0,3
R_6hhFo7M3o.002.mp4,train,2,3,2,3,2
DGCGeNlA-Ww.005.mp4,train,1,1,0,0,1
OeGMd58Wgsk.000.mp4,train,0,0,1,2,1
QKluS-uQIaM.002.mp4,train,2,1,0,1,2
odRqijkG28U.000.mp4,train,2,2,1,2,3
GTmHSF6vNWc.005.mp4,train,3,3,3,3,3
SCnQFpdklMg.005.mp4,train,1,2,0,2,1
iPblZBQpafs.003.mp4,train,1,1,0,0,1
ZRl_k6DzTeI.001.mp4,train,1,1,0,0,3
Z-CIdOjWcKc.001.mp4,train,3,3,1,1,2
kDXYolv-8p8.002.mp4,train,1,2,3,1,2
z54OqeICELg.005.mp4,train,3,3,2,3,2
ZgFh3JPMs3Q.002.mp4,train,2,2,1,3,2
SgzOYog1pH4.001.mp4,train,3,3,3,3,1
odRqijkG28U.001.mp4,train,3,2,3,3,3
lyZZSU1ziCQ.003.mp4,train,0,1,0,3,0
Egogv6acOd0.001.mp4,train,1,0,0,0,1
Bt5zyk-Xf9Q.000.mp4,train,3,2,3,2,2
fhUGU2uiS1U.001.mp4,train,3,3,2,3,3
dNXqs5HNijI.001.mp4,train,3,3,3,2,3
PsqpkFKX8co.002.mp4,train,2,2,3,3,2
KGRUaRe3r7I.005.mp4,train,2,3,3,3,3
KNOHhnRMpSw.003.mp4,train,0,0,0,0,0
Ng2E0E5tiZQ.005.mp4,train,2,1,1,0,2
ihA8DzHWyiU.001.mp4,train,3,3,2,2,2
OugdInDyt9s.003.mp4,train,3,1,3,2,3
8hW6WfYBP18.001.mp4,train,0,0,0,1,0
t30ERiF6b50.003.mp4,train,1,3,1,1,1
AotbiNsU85A.002.mp4,train,0,0,1,1,1
54JawR1x0II.002.mp4,train,1,1,1,2,1
xsLvl2qGrxU.001.mp4,train,2,2,2,2,2
DhqfB9chceo.003.mp4,train,1,1,1,0,2
teRgvZ63_2I.001.mp4,train,3,2,2,3,3
p7-JUvStF4w.005.mp4,train,0,0,0,0,1
9eNHxfOV2Kg.004.mp4,train,1,1,1,0,1
Pc-oQQwkIv8.003.mp4,train,0,0,0,0,1
teRgvZ63_2I.003.mp4,train,3,3,0,3,2
VZ6jhnbk-5g.004.mp4,train,3,3,3,3,3
VsY6jAlvb9o.000.mp4,train,3,3,3,2,3
OovRk5U9_GY.004.mp4,train,1,2,2,1,1
zF3Uk2OAJAE.001.mp4,train,3,3,3,3,3
zvX4fNj0uxk.001.mp4,train,1,2,1,3,0
kN9cs2nFhM4.005.mp4,train,3,2,2,1,3
2AV8m02PjdU.003.mp4,train,0,0,0,0,2
K4UcCvZOxWo.004.mp4,train,0,0,1,1,2
f70aaYsxPHY.002.mp4,train,0,0,0,0,0
VPFrKx72gvo.001.mp4,train,0,1,0,0,0
QyVTG0sGKg0.002.mp4,train,0,0,0,0,1
Kq-c6lqGNlo.002.mp4,train,3,2,2,2,2
4bDOetaLvZs.005.mp4,train,0,0,0,0,0
8gvBbE6iZNo.001.mp4,train,3,3,3,3,3
DiaibIBisuM.005.mp4,train,0,1,2,1,1
usG6pVxbQkw.000.mp4,train,1,2,2,2,1
UVMEzA3yHsM.003.mp4,train,0,0,1,0,0
ZiKxJbVI5_g.002.mp4,train,3,2,2,3,3
EL1Q7x_1a74.002.mp4,train,1,1,1,1,2
dRr2JtdzUpU.004.mp4,train,2,2,2,2,3
84Lz5a9yRZg.002.mp4,train,2,3,3,3,3
2TXrDZgbDHE.001.mp4,train,1,0,0,0,1
OLFhKCgexRU.004.mp4,train,2,3,3,3,3
EYbPGTIcnjs.005.mp4,train,3,2,2,3,3
8OGiv7FetSQ.001.mp4,train,3,3,3,2,3
HCkDd0UnUgo.004.mp4,train,0,2,2,3,0
4VwcU0ROy5k.004.mp4,train,2,1,2,2,0
GG9WPQLI_rg.004.mp4,train,3,3,2,2,2
P6g1mZ3f76U.002.mp4,train,1,1,3,3,2
-Gl98Jn45Fs.000.mp4,train,1,1,1,2,1
1mHjMNZZvFo.005.mp4,train,3,3,3,3,3
jZl3Rq1MRQg.000.mp4,train,2,2,1,2,3
mXgUV0o6a20.000.mp4,train,2,3,2,3,1
djsoQkroHpo.003.mp4,train,1,1,2,1,1
erJNMcO69Eo.005.mp4,train,1,0,1,0,0
2WuhWF4fAOQ.003.mp4,train,0,1,0,0,0
opEoJBrcmbI.002.mp4,train,1,2,1,2,1
fDw_PAgW07o.002.mp4,train,0,0,0,0,0
m_9aygJNij8.004.mp4,train,1,0,0,0,1
R-qB2FX7ZbE.004.mp4,train,0,0,0,1,0
FksSYDfLH04.002.mp4,train,2,2,3,1,1
LRczShwIVbM.004.mp4,train,1,1,1,2,1
SUI6WNryjqw.000.mp4,train,3,3,1,1,3
K5WDz2jxtuI.000.mp4,train,1,1,1,2,1
4lIbWq27O84.002.mp4,train,2,1,3,1,1
U-PRay-woXU.004.mp4,train,3,2,2,1,2
yRVvI1x2DBI.002.mp4,train,2,1,1,1,1
ELvGOVb8L5I.000.mp4,train,3,3,3,2,3
ya8Ec_yTai8.002.mp4,train,3,3,3,2,2
y0UCXXk9tlM.004.mp4,train,3,3,3,2,3
5kwoq4EZixQ.005.mp4,train,0,1,1,1,1
QBZieJiOl1w.003.mp4,train,3,1,3,1,1
xHb5_bc1JOA.001.mp4,train,0,1,1,2,1
joOfhNyKRjE.004.mp4,train,3,2,3,2,1
Etfh8X-ECtY.000.mp4,train,0,0,1,0,0
yHwuRYr5lxk.005.mp4,train,2,0,0,1,0
1OGu_7IljCo.004.mp4,train,2,0,0,0,1
AobPtpyKat8.001.mp4,train,3,2,2,2,1
4QUgf0dHnKk.005.mp4,train,2,2,3,1,2
pZxqWp0e-Ik.004.mp4,train,0,0,1,0,2
p1ORMiJ0fPU.003.mp4,train,3,1,2,1,2
MrfJ1qDJAwo.002.mp4,train,1,2,1,1,2
jdli4DDP7XM.003.mp4,train,3,3,3,3,3
3WoXkI06zGk.002.mp4,train,0,0,0,0,1
Pc3NjyhtVd0.003.mp4,train,2,3,3,2,2
T3v3-2tvV0s.000.mp4,train,0,0,1,0,0
sDWJMBZ1mVA.002.mp4,train,0,0,0,0,0
48S9_KZvzVw.004.mp4,train,3,3,3,3,3
83cmR2fkyy8.005.mp4,train,3,3,2,2,2
5wpoKhbt28c.001.mp4,train,2,2,2,2,3
oC-qxnrmJws.002.mp4,train,3,2,2,3,3
fEC3lEDxRnc.002.mp4,train,1,0,1,1,0
mIQnQ8Nmj-c.005.mp4,train,0,0,0,0,0
T1--98_78ns.003.mp4,train,1,2,1,1,2
btcCanysQsw.005.mp4,train,0,0,0,0,0
sNs4yCA11wk.000.mp4,train,3,3,3,3,3
LmA23EIaXqg.005.mp4,train,0,0,0,0,0
QlkTEWrSCBs.000.mp4,train,0,1,0,0,1
JN_LH6fs868.005.mp4,train,3,2,0,1,3
xzRYaxrhne8.002.mp4,train,3,2,2,3,3
z-CV743owek.003.mp4,train,2,1,2,2,3
Wx_oe0SxD9w.003.mp4,train,1,2,2,2,1
XT4rTk6-Etc.001.mp4,train,2,2,3,3,1
fGAcEyZXFTo.003.mp4,train,2,2,3,2,2
5bi_PM3XMEQ.005.mp4,train,2,1,2,2,3
MvWDky9ZaWU.005.mp4,train,3,3,3,3,3
Bi3XVSF4rac.000.mp4,train,2,1,1,1,2
nQxTTYWy7pA.002.mp4,train,0,0,0,0,0
sBHv1jYmZQE.000.mp4,train,0,0,0,0,0
WRz1F6DqmRQ.000.mp4,train,0,0,0,0,0
GyLjVOVPGKQ.003.mp4,train,1,0,0,0,0
ztyBhnjtrz0.000.mp4,train,2,0,1,0,0
eAkWSjU-JyY.002.mp4,train,3,3,3,2,3
BZ3FEf_KKso.001.mp4,train,0,0,0,0,1
oU7zAWm_01o.002.mp4,train,3,2,2,2,2
jmbAPNTJ3Vk.003.mp4,train,3,3,2,2,3
hDqsuyVeWmw.004.mp4,train,2,2,0,1,1
hIxLNK_x_QA.002.mp4,train,0,1,0,0,1
vAEqpUwBMJQ.005.mp4,train,0,1,2,3,1
